tender_id,department,tender_category,estimated_value,contract_amount,price_ratio,bid_count,winning_vendor_id,vendor_age_days,has_shared_relationship,has_unusual_bid_pattern,score,review_priority,review_candidate,signals,explanation
TEN0473,Health,IT Services,12804000,11399000,0.89,7,VEN0077,-224,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0487,Education,Medical Supplies,6473000,6577000,1.016,2,VEN0034,-1075,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0485,IT & Digital Services,Office Supplies,1096000,1069000,0.975,2,VEN0016,812,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0016,Health,IT Services,7905000,6815000,0.862,8,VEN0063,1771,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0015,Health,IT Services,11547000,9094000,0.788,8,VEN0063,2851,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0183,IT & Digital Services,IT Services,11442000,8827000,0.771,8,VEN0044,4772,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0182,IT & Digital Services,Consulting,5914000,5121000,0.866,2,VEN0084,1040,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0030,Education,Consulting,2038000,1890000,0.927,2,VEN0103,3596,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0462,Health,Construction,33497000,29033000,0.867,6,VEN0072,5140,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0470,Health,Consulting,7281000,6749000,0.927,2,VEN0084,1474,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0469,Health,Office Supplies,1640000,1298000,0.791,5,VEN0060,1741,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0033,Education,Office Supplies,1338000,1269000,0.948,8,VEN0008,1205,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0483,Education,Office Supplies,1442000,1507000,1.045,2,VEN0016,1004,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0005,Education,IT Services,6580000,5708000,0.867,4,VEN0119,4828,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0001,Education,Office Supplies,823000,655000,0.796,6,VEN0026,2217,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0031,Education,Consulting,7830000,8019000,1.024,3,VEN0093,1001,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0034,Health,Construction,14782000,13250000,0.896,5,VEN0036,2066,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0035,Education,Consulting,5199000,4195000,0.807,8,VEN0084,1716,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0036,IT & Digital Services,IT Services,744000,558000,0.75,6,VEN0077,-7,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0456,Education,Consulting,5281000,4320000,0.818,7,VEN0093,1442,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0457,Health,Construction,46577000,38916000,0.836,3,VEN0100,-493,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0458,Transport,Construction,27091000,21079000,0.778,8,VEN0058,4458,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0461,Health,Consulting,5692000,4269000,0.75,8,VEN0084,803,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0465,Health,Medical Supplies,4868000,4415000,0.907,8,VEN0109,3841,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0026,Health,Medical Supplies,783000,777000,0.992,8,VEN0020,3161,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0029,IT & Digital Services,Medical Supplies,3832000,3383000,0.883,4,VEN0005,764,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0181,Health,Office Supplies,1721000,1564000,0.909,7,VEN0026,1626,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0500,Health,IT Services,10105000,7892000,0.781,6,VEN0066,2088,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0010,Education,IT Services,2719000,2105000,0.774,6,VEN0053,1540,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0011,IT & Digital Services,IT Services,13168000,11170000,0.848,8,VEN0119,3938,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0014,Transport,Medical Supplies,9128000,9945000,1.09,4,VEN0070,2381,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0017,Health,Office Supplies,1137000,981000,0.863,5,VEN0080,2708,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0276,IT & Digital Services,IT Services,2970000,2228000,0.75,6,VEN0111,-308,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0245,Public Works,IT Services,2008000,1522000,0.758,5,VEN0066,2756,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0306,Public Works,Consulting,3811000,3348000,0.879,5,VEN0048,2864,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0278,Health,Office Supplies,1730000,1640000,0.948,4,VEN0042,1277,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0288,Public Works,IT Services,9809000,8760000,0.893,5,VEN0022,-713,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0289,Education,Consulting,4848000,3836000,0.791,6,VEN0092,4351,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0291,IT & Digital Services,Consulting,1960000,1731000,0.883,4,VEN0081,-1213,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0262,IT & Digital Services,IT Services,2657000,2050000,0.772,8,VEN0022,-18,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0263,Public Works,Office Supplies,144000,108000,0.75,8,VEN0110,4150,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0152,Transport,Medical Supplies,1614000,1582000,0.98,3,VEN0070,2556,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0154,IT & Digital Services,Office Supplies,444000,353000,0.795,4,VEN0002,1107,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0155,IT & Digital Services,Consulting,4895000,3671000,0.75,5,VEN0038,1699,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0156,Transport,Office Supplies,1702000,1302000,0.765,3,VEN0049,4826,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0322,IT & Digital Services,Medical Supplies,9679000,9426000,0.974,8,VEN0034,-57,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0293,IT & Digital Services,Office Supplies,1096000,855000,0.78,5,VEN0015,3507,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0137,IT & Digital Services,Medical Supplies,4129000,3867000,0.937,7,VEN0115,4997,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0139,Transport,Construction,35365000,29879000,0.845,7,VEN0052,-782,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0141,Public Works,Construction,9042000,8007000,0.886,7,VEN0120,824,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0145,IT & Digital Services,Construction,13469000,11075000,0.822,4,VEN0072,5164,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0148,IT & Digital Services,Medical Supplies,8086000,6064000,0.75,5,VEN0115,3975,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0118,IT & Digital Services,Office Supplies,1189000,964000,0.811,7,VEN0015,3980,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0119,Transport,Office Supplies,1749000,1409000,0.806,3,VEN0059,913,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0298,IT & Digital Services,Construction,9780000,8374000,0.856,3,VEN0010,935,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0120,Transport,Office Supplies,1131000,1024000,0.905,3,VEN0080,3143,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0122,IT & Digital Services,Medical Supplies,542000,423000,0.78,7,VEN0020,2832,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0123,Education,Consulting,3919000,3396000,0.867,8,VEN0038,2063,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0126,Public Works,Consulting,7220000,5546000,0.768,7,VEN0048,2718,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0128,Public Works,IT Services,6291000,4885000,0.777,8,VEN0119,3748,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0101,Public Works,IT Services,8103000,7323000,0.904,4,VEN0066,2542,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0103,Health,Consulting,3874000,3091000,0.798,8,VEN0084,1337,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0151,Education,Medical Supplies,9625000,7938000,0.825,4,VEN0055,4531,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0248,Transport,IT Services,2448000,2138000,0.873,7,VEN0111,-823,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0252,Education,Construction,37092000,32988000,0.889,3,VEN0056,1597,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0157,Education,Construction,3135000,2566000,0.819,3,VEN0036,2316,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0135,IT & Digital Services,IT Services,9110000,7779000,0.854,8,VEN0022,-776,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0264,Transport,Construction,40702000,30526000,0.75,7,VEN0001,947,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0266,Education,IT Services,6421000,4816000,0.75,4,VEN0039,1744,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0267,Education,Office Supplies,1781000,1470000,0.825,6,VEN0059,1365,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0268,Public Works,Medical Supplies,6468000,6067000,0.938,5,VEN0030,4755,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0270,Public Works,Office Supplies,886000,841000,0.949,5,VEN0107,1015,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0271,IT & Digital Services,Consulting,6201000,5151000,0.831,4,VEN0037,892,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0272,Health,Consulting,1973000,1685000,0.854,7,VEN0038,949,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0274,Public Works,Medical Supplies,359000,342000,0.953,4,VEN0091,-940,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0314,Education,Construction,48484000,42379000,0.874,3,VEN0104,2912,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0317,Transport,Office Supplies,329000,273000,0.83,3,VEN0051,-557,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0355,Education,Consulting,2773000,2268000,0.818,7,VEN0035,-107,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0327,Public Works,Consulting,6154000,4616000,0.75,5,VEN0092,4784,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0332,IT & Digital Services,Construction,5887000,4696000,0.798,7,VEN0041,3032,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0333,IT & Digital Services,Office Supplies,275000,227000,0.825,6,VEN0043,-182,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0335,Health,IT Services,10790000,9922000,0.92,3,VEN0066,1939,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0337,Transport,Construction,33990000,29913000,0.88,4,VEN0036,3183,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0338,Health,IT Services,8285000,7657000,0.924,3,VEN0097,3786,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0339,Public Works,Office Supplies,1667000,1470000,0.882,3,VEN0050,2806,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0340,Public Works,Construction,16078000,13073000,0.813,8,VEN0023,3507,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0105,Transport,Medical Supplies,4881000,4323000,0.886,3,VEN0091,-1161,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0107,IT & Digital Services,Office Supplies,564000,479000,0.849,6,VEN0042,1683,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0108,Public Works,Office Supplies,1428000,1273000,0.891,6,VEN0099,-721,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0109,Transport,Office Supplies,256000,237000,0.926,5,VEN0106,-122,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0110,Public Works,Consulting,2539000,2263000,0.891,6,VEN0048,2246,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0085,Transport,Medical Supplies,733000,550000,0.75,7,VEN0031,1011,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0086,Education,Construction,19015000,15766000,0.829,7,VEN0056,2851,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0346,Public Works,IT Services,11900000,10992000,0.924,5,VEN0119,4733,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0348,IT & Digital Services,IT Services,14142000,10606000,0.75,6,VEN0022,-911,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0241,Education,Office Supplies,903000,839000,0.929,5,VEN0008,1264,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0246,Transport,Medical Supplies,9730000,7422000,0.763,8,VEN0047,-683,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0169,IT & Digital Services,IT Services,1397000,1134000,0.812,8,VEN0044,4332,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0171,Education,IT Services,11531000,9953000,0.863,4,VEN0111,-277,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0172,Education,Medical Supplies,1559000,1429000,0.917,8,VEN0082,4282,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0174,Education,IT Services,7983000,5987000,0.75,6,VEN0044,5163,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0175,Education,Construction,2912000,2884000,0.99,3,VEN0102,3848,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0176,Transport,Construction,21394000,18662000,0.872,7,VEN0102,3728,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0177,IT & Digital Services,IT Services,10087000,8319000,0.825,4,VEN0066,2224,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0149,Health,Construction,45463000,35520000,0.781,8,VEN0052,-427,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0150,Transport,Consulting,4733000,4508000,0.952,3,VEN0028,1350,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0350,Health,Office Supplies,191000,143000,0.749,6,VEN0040,4310,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0352,Public Works,Medical Supplies,2235000,1906000,0.853,7,VEN0017,3469,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0387,Health,Construction,10160000,9230000,0.908,4,VEN0041,3036,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0388,Education,Medical Supplies,4510000,4098000,0.909,4,VEN0082,3905,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0358,Education,Construction,18185000,13639000,0.75,6,VEN0072,4207,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0359,Transport,IT Services,1112000,911000,0.819,6,VEN0119,3803,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0363,Public Works,Medical Supplies,4426000,3769000,0.852,6,VEN0034,-931,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0365,IT & Digital Services,Medical Supplies,866000,782000,0.903,3,VEN0034,-187,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0366,Transport,Medical Supplies,2264000,2068000,0.913,3,VEN0020,2852,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0367,IT & Digital Services,Medical Supplies,7541000,5656000,0.75,6,VEN0109,3896,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0368,Education,Office Supplies,1509000,1251000,0.829,6,VEN0060,1138,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0369,Transport,Medical Supplies,6695000,6559000,0.98,4,VEN0109,3351,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0371,Health,Consulting,1436000,1211000,0.843,8,VEN0006,3875,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0090,Education,Medical Supplies,9971000,7717000,0.774,7,VEN0004,-556,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0091,IT & Digital Services,Medical Supplies,1696000,1356000,0.8,5,VEN0073,2496,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0092,Public Works,Office Supplies,1025000,893000,0.871,6,VEN0049,4349,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0093,Health,Medical Supplies,7345000,6146000,0.837,6,VEN0082,5236,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0094,Education,IT Services,5054000,4977000,0.985,3,VEN0044,4789,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0095,Public Works,IT Services,6341000,6099000,0.962,3,VEN0097,4072,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0096,IT & Digital Services,Medical Supplies,7639000,5729000,0.75,7,VEN0020,2530,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0097,Health,IT Services,13324000,12886000,0.967,4,VEN0039,2662,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0099,Health,Office Supplies,1363000,1158000,0.85,7,VEN0049,3587,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0069,Public Works,Construction,3531000,3216000,0.911,3,VEN0052,-689,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0378,Public Works,Office Supplies,695000,651000,0.937,5,VEN0015,2783,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0380,Health,Medical Supplies,2123000,2118000,0.998,8,VEN0005,1043,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0381,Education,Office Supplies,1145000,890000,0.777,7,VEN0049,4415,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0418,Education,Office Supplies,1504000,1365000,0.908,4,VEN0059,1675,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0419,Transport,IT Services,11480000,10757000,0.937,4,VEN0088,4894,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0420,Education,Medical Supplies,1690000,1420000,0.84,4,VEN0034,-648,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0389,Transport,Consulting,6760000,5070000,0.75,4,VEN0103,4066,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0390,IT & Digital Services,Consulting,2337000,2166000,0.927,4,VEN0095,968,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0391,IT & Digital Services,Office Supplies,119000,101000,0.849,7,VEN0060,1164,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0395,Transport,Office Supplies,1851000,1732000,0.936,5,VEN0003,1779,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0397,Transport,Construction,7757000,6851000,0.883,7,VEN0100,-434,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0399,Transport,Consulting,7653000,6576000,0.859,7,VEN0093,1356,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0401,Transport,Construction,12955000,9912000,0.765,4,VEN0036,2685,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0403,Health,IT Services,13855000,10391000,0.75,4,VEN0088,4539,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0404,Education,Consulting,7051000,6385000,0.906,4,VEN0035,-1053,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0187,Transport,IT Services,597000,541000,0.906,7,VEN0111,-879,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0253,Public Works,IT Services,8469000,6437000,0.76,6,VEN0097,3559,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0254,IT & Digital Services,Office Supplies,710000,727000,1.024,6,VEN0060,1145,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0255,Health,Construction,43663000,37183000,0.852,3,VEN0102,2989,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0256,Education,Consulting,6233000,4913000,0.788,3,VEN0092,4181,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0258,Education,Construction,11114000,11479000,1.033,3,VEN0018,1312,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0259,IT & Digital Services,Office Supplies,1830000,1569000,0.857,4,VEN0002,1315,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0260,IT & Digital Services,IT Services,6726000,5485000,0.815,4,VEN0039,1713,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0229,Public Works,Consulting,5006000,4254000,0.85,3,VEN0046,-452,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0235,Transport,Construction,24308000,20330000,0.836,6,VEN0023,4107,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0237,Education,Construction,38539000,35627000,0.924,5,VEN0023,3230,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0373,IT & Digital Services,Consulting,5757000,4921000,0.855,8,VEN0048,2633,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0088,Public Works,Construction,3093000,2607000,0.843,8,VEN0087,-530,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0076,Education,IT Services,2801000,2646000,0.945,4,VEN0032,3654,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0078,Health,Office Supplies,1818000,1492000,0.821,6,VEN0025,-779,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0082,Education,Construction,27983000,22071000,0.789,5,VEN0036,3474,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0084,Public Works,Construction,17297000,14198000,0.821,3,VEN0102,3104,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0053,Education,Office Supplies,1480000,1312000,0.886,3,VEN0110,5131,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0408,Public Works,Medical Supplies,5052000,3988000,0.789,8,VEN0030,4254,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0409,IT & Digital Services,IT Services,11117000,8338000,0.75,5,VEN0097,4120,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0411,Health,IT Services,10188000,8130000,0.798,7,VEN0009,3600,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0412,Transport,IT Services,1545000,1389000,0.899,5,VEN0032,3541,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0415,Education,Medical Supplies,1089000,901000,0.827,5,VEN0055,3937,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0416,Transport,Construction,14536000,13578000,0.934,4,VEN0104,2387,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0421,Public Works,IT Services,9822000,7682000,0.782,6,VEN0053,1390,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0422,Education,Consulting,4387000,4410000,1.005,3,VEN0095,961,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0057,Public Works,Construction,43910000,36127000,0.823,4,VEN0102,3755,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0061,IT & Digital Services,IT Services,7883000,7293000,0.925,5,VEN0053,1756,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0066,Public Works,Medical Supplies,802000,758000,0.945,5,VEN0021,4032,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0425,Public Works,IT Services,13593000,13209000,0.972,5,VEN0111,-552,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0433,Public Works,Consulting,7981000,6579000,0.824,3,VEN0038,1170,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0434,Transport,Office Supplies,1851000,1483000,0.801,6,VEN0059,1607,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0435,Transport,IT Services,8260000,6894000,0.835,4,VEN0009,2456,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0211,Health,Consulting,7902000,6876000,0.87,7,VEN0081,-1261,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0214,Health,Construction,20085000,17536000,0.873,5,VEN0041,2880,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0215,IT & Digital Services,IT Services,8303000,6852000,0.825,5,VEN0009,3103,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0219,IT & Digital Services,IT Services,6498000,4874000,0.75,4,VEN0094,3703,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0222,Health,IT Services,9939000,8179000,0.823,7,VEN0032,3957,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0224,Health,Consulting,6984000,7021000,1.005,8,VEN0038,1251,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0225,Transport,Construction,44301000,33226000,0.75,7,VEN0001,1314,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0197,Transport,Office Supplies,1807000,1595000,0.883,6,VEN0008,1350,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0184,Health,Medical Supplies,8577000,7779000,0.907,4,VEN0047,-1025,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0407,Public Works,Construction,28879000,25331000,0.877,5,VEN0023,3656,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0073,Education,Office Supplies,447000,380000,0.85,7,VEN0040,3534,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0437,Health,Consulting,1355000,1143000,0.844,6,VEN0103,3491,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0042,Education,Consulting,3823000,3497000,0.915,5,VEN0028,788,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0043,IT & Digital Services,Consulting,1122000,1080000,0.963,4,VEN0038,834,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0044,IT & Digital Services,IT Services,758000,669000,0.883,7,VEN0111,-572,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0048,IT & Digital Services,Consulting,6495000,5707000,0.879,7,VEN0103,3652,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0050,IT & Digital Services,IT Services,5268000,4227000,0.802,8,VEN0094,3711,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0023,Health,Medical Supplies,5109000,4856000,0.95,3,VEN0021,3665,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0440,Education,Office Supplies,198000,170000,0.859,4,VEN0051,-120,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0468,Education,IT Services,1389000,1210000,0.871,4,VEN0111,-477,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0189,Transport,Medical Supplies,6492000,6736000,1.038,4,VEN0020,3626,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0193,Health,Office Supplies,1549000,1482000,0.957,5,VEN0016,1007,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0167,Health,Construction,24876000,20705000,0.832,7,VEN0058,4482,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0203,Health,Medical Supplies,4439000,3871000,0.872,4,VEN0091,-1325,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0204,IT & Digital Services,Office Supplies,1261000,1031000,0.818,3,VEN0003,1955,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0205,Transport,Medical Supplies,4788000,3591000,0.75,7,VEN0005,1228,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0206,IT & Digital Services,IT Services,14270000,12063000,0.845,7,VEN0063,1597,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0207,Transport,IT Services,4274000,3872000,0.906,8,VEN0119,4770,False,False,0,Low,False,,No unusual signals were detected for this tender.
TEN0208,Health,Medical Supplies,483000,362000,0.749,3,VEN0115,4125,False,False,0,Low,False,,No unusual signals were detected for this tender.
